,owner,driven km,transmission,fuel,body type,engine cc,max power bhp,wheel size inches,no of seats,mileage kmpl,price in rupee,purchase year,company
1112,1,950,0,2,1,1197,81,14,5,20.0,590000,2019,Hyundai
1113,1,10726,1,2,1,999,53,13,5,25.1,458350,2018,Renault
1114,2,58746,0,2,3,1799,130,15,5,14.8,335000,2011,Honda
1115,1,68759,0,1,1,1248,74,14,5,25.2,325000,2012,Maruti
1116,2,10908,0,2,3,1586,103,16,5,16.5,155000,2007,Maruti
1117,1,69000,0,2,1,1197,83,14,5,20.4,350000,2013,Maruti
1118,1,62000,1,2,1,1197,80,13,5,17.0,395000,2013,Hyundai
1119,1,51000,0,1,1,936,58,14,5,25.4,310000,2016,Chevrolet
1120,2,56000,0,2,3,1591,121,16,5,17.4,480000,2012,Hyundai
1121,1,78000,0,1,2,2179,148,16,5,14.0,510000,2013,Tata
1122,1,90000,0,1,4,2494,102,15,5,11.4,595000,2013,Toyota
1123,1,88000,0,1,3,1591,121,16,5,17.4,650000,2015,Hyundai
1124,1,96000,0,2,3,1498,99,15,5,26.0,365000,2011,Honda
1125,1,18545,0,1,4,2393,148,16,7,15.1,1500000,2019,Toyota
1126,1,76000,0,1,1,1248,74,14,5,25.2,350000,2013,Maruti
1127,1,15329,0,2,1,1197,81,14,5,20.0,465000,2019,Hyundai
1128,1,24000,0,2,2,1498,104,16,5,13.9,800000,2018,Renault
1129,1,22000,0,2,1,1198,87,14,5,18.9,386000,2013,Honda
1130,1,9000,1,2,1,1199,84,14,5,23.8,595000,2019,Tata
1131,2,85000,1,1,3,2143,204,17,5,14.2,1975000,2015,Mercedes-Benz
1132,2,92000,1,1,2,2199,194,18,7,14.7,1250000,2014,Hyundai
1133,3,91000,0,1,3,1598,103,15,5,20.5,375000,2011,Volkswagen
1134,1,42000,0,1,3,1498,109,15,5,21.6,765000,2018,Volkswagen
1135,2,90000,0,1,2,2179,140,17,5,14.0,775000,2014,Mahindra
1136,1,55000,1,2,3,1497,117,15,5,18.0,375000,2011,Honda
1137,1,79000,0,1,3,1968,108,15,5,20.0,675000,2013,SKODA
1138,1,16000,1,2,1,1197,81,14,5,18.9,465000,2016,Hyundai
1139,3,119375,1,2,3,2354,180,16,5,7.6,330000,2008,Honda
1140,2,38739,0,1,1,1498,99,14,5,27.3,550000,2016,Honda
1141,2,55550,0,1,1,1396,89,16,5,22.5,600000,2016,Hyundai
1142,1,4000,0,2,1,1197,83,14,5,20.4,480000,2017,Maruti
1143,2,50000,0,2,1,1197,80,14,5,12.4,272950,2010,Hyundai
1144,1,48000,0,3,3,1197,82,14,2,19.1,415000,2018,Hyundai
1145,1,75000,0,2,1,995,63,13,5,13.0,180000,2013,Chevrolet
1146,1,79000,1,2,3,1497,117,15,5,18.0,695000,2013,Honda
1147,2,66000,0,1,1,1248,75,13,5,18.4,125000,2010,Tata
1148,1,25000,0,2,1,999,75,15,5,18.7,582000,2020,Volkswagen
1149,1,80000,0,1,3,1498,99,14,5,25.8,350000,2014,Honda
1150,1,36600,0,1,2,1461,84,16,5,20.5,960000,2017,Nissan
1151,1,2500,0,2,6,796,34,12,8,16.8,325000,2019,Maruti
1152,1,89500,0,2,1,998,67,13,5,19.0,170000,2017,Maruti
1153,1,68000,1,1,3,1995,184,17,5,18.4,1150000,2010,BMW
1154,1,80000,0,1,4,2499,80,15,5,13.7,285000,2007,Chevrolet
1155,1,65000,0,1,3,1498,99,15,5,26.0,510000,2014,Honda
1156,1,41000,0,1,1,1047,69,14,5,27.2,440000,2017,Tata
1157,1,48000,1,2,3,1798,158,16,5,13.7,400000,2010,SKODA
1158,1,115000,0,1,2,2179,148,16,5,14.0,423200,2013,Tata
1159,1,15000,0,1,4,1248,89,15,7,20.7,434000,2013,Maruti
1160,1,59000,0,1,4,2393,148,16,7,15.1,1725000,2017,Toyota
1161,2,59000,0,1,4,2393,148,16,7,15.1,1785000,2017,Toyota
1162,2,66000,0,2,3,1586,103,16,5,16.5,280000,2007,Maruti
1163,1,37000,1,2,3,1984,180,16,5,8.0,890000,2010,Audi
1164,1,31000,1,1,2,2179,154,16,7,14.4,1385000,2018,Tata
1165,1,20000,1,1,3,1995,184,16,5,9.7,1425000,2012,BMW
1166,1,29000,0,2,1,1197,81,16,5,18.6,585000,2015,Hyundai
1167,1,2850,1,1,3,1950,192,17,5,18.0,5990000,2019,Mercedes-Benz
1168,2,68210,0,2,1,796,48,12,5,24.7,165000,2012,Maruti
1169,1,60000,1,1,3,1968,177,17,5,16.6,1275000,2012,Audi
1170,1,69000,0,1,3,1498,99,15,5,26.0,725000,2016,Honda
1171,1,25500,0,1,2,1956,169,17,5,17.4,1825000,2019,MG
1172,1,45153,0,2,5,1197,82,15,5,17.1,600000,2016,Hyundai
1173,1,57458,0,2,3,1799,130,15,5,14.8,180000,2007,Honda
1174,4,86500,0,2,3,1497,78,14,5,12.8,165000,2005,Honda
1175,1,29900,0,2,1,1196,86,14,5,18.1,272950,2011,Ford
1176,1,81000,0,2,1,1197,85,14,5,18.5,293550,2010,Maruti
1177,1,135000,0,1,4,2494,100,15,5,12.9,890000,2013,Toyota
1178,2,82000,0,2,1,998,66,13,5,13.8,211000,2011,Maruti
1179,1,75922,1,2,3,1497,117,15,5,18.0,787950,2016,Honda
1180,1,23302,0,2,5,1199,88,16,5,17.5,818850,2018,Honda
1181,1,77000,1,1,2,2982,169,17,5,12.5,1370000,2013,Toyota
1182,1,80000,0,1,2,2982,169,17,5,11.9,1175000,2012,Toyota
1183,1,67000,0,1,1,1364,67,14,5,23.5,410970,2013,Toyota
1184,2,61000,0,2,1,998,67,14,5,20.5,275000,2013,Maruti
1185,1,19200,1,2,3,1197,83,14,5,22.0,560000,2015,Maruti
1186,1,35400,0,1,2,2179,140,17,7,16.0,1216000,2017,Mahindra
1187,1,30000,0,1,1,1248,74,14,5,28.4,695000,2019,Maruti
1188,1,21000,0,1,1,1368,98,14,5,18.6,575000,2016,Hyundai
1189,1,65000,0,1,4,1498,98,15,7,24.5,400000,2014,Honda
1190,1,35000,1,2,3,1395,170,16,5,18.7,2600000,2017,Audi
1191,1,48764,0,1,4,2494,100,15,5,12.9,1280000,2013,Toyota
1192,1,90000,1,1,3,2143,170,16,5,19.2,1075000,2012,Mercedes-Benz
1193,2,75000,1,1,2,4134,335,18,5,12.0,1850000,2011,Audi
1194,1,98000,1,1,3,1995,190,18,5,18.1,1250000,2012,BMW
1195,1,69000,1,1,3,1995,184,17,5,18.4,1150000,2011,BMW
1196,1,30889,1,1,3,2993,271,17,5,13.5,2500000,2014,Jaguar
1197,1,2000,0,1,4,1248,89,15,7,20.7,513000,2014,Maruti
1198,1,20000,0,1,4,1248,89,15,7,20.7,716000,2017,Maruti
1199,1,50000,0,2,1,1197,80,13,5,12.8,185000,2009,Hyundai
1200,1,60000,0,1,3,1248,74,14,5,26.5,370000,2013,Maruti
1201,1,26000,0,2,3,1497,117,15,5,17.8,525000,2014,Honda
1202,1,24000,0,2,3,1497,117,15,5,17.8,944000,2019,Honda
1203,1,63000,0,1,2,2179,140,17,5,14.0,700000,2014,Mahindra
1204,1,54000,0,2,1,1197,83,14,5,20.4,280000,2011,Maruti
1205,1,45245,0,1,1,1248,75,14,5,14.8,230000,2011,Maruti
1206,1,46852,0,1,3,1248,74,14,5,26.5,303000,2011,Maruti
1207,1,39803,1,2,3,6749,453,21,5,6.7,27626179,2009,Rolls
1208,1,8100,0,1,5,1498,98,16,5,25.5,857936,2018,Honda
1209,1,7000,0,1,4,1248,89,15,7,20.7,503000,2014,Maruti
1210,2,92000,1,1,3,1995,190,18,5,18.1,1150000,2011,BMW
1211,1,37441,1,2,3,1462,103,15,5,21.5,1089442,2018,Maruti
1212,1,38240,1,1,5,2967,250,19,5,18.1,5621005,2014,Porsche
1213,1,35000,1,1,3,2993,262,19,4,14.5,14900000,2018,BMW
1214,1,42759,1,1,3,2967,241,17,5,14.6,2448926,2012,Audi
1215,1,64000,1,1,2,1968,174,17,5,12.8,1650000,2013,Audi
1216,1,70000,0,1,2,1461,108,16,5,19.6,400000,2013,Renault
1217,1,19857,0,2,3,1198,89,15,5,19.5,612000,2019,Honda
1218,1,13887,1,1,2,2755,174,18,7,14.2,2700000,2018,Toyota
1219,1,63000,0,2,3,1591,121,16,5,17.4,400000,2014,Hyundai
1220,2,35000,1,1,2,2755,174,18,7,14.2,2500000,2017,Toyota
1221,1,45000,0,1,3,1248,74,14,5,26.5,612374,2017,Maruti
1222,1,16999,1,2,1,1197,81,14,5,18.9,535555,2016,Hyundai
1223,1,80000,0,1,2,2179,148,16,5,13.0,519405,2013,Tata
1224,1,820,1,1,2,2143,134,18,5,17.9,3066672,2018,Mercedes-Benz
1225,1,50000,0,2,1,1197,83,14,5,20.4,268640,2012,Maruti
1226,1,4500,0,2,2,1591,122,16,5,15.2,761000,2016,Hyundai
1227,1,25000,1,2,1,1197,83,15,5,21.4,600000,2016,Maruti
1228,1,12500,0,2,3,1498,99,15,5,26.0,1055000,2019,Honda
1229,1,4000,0,1,2,2179,140,17,7,16.0,986000,2017,Mahindra
1230,1,26000,0,1,3,1582,126,16,5,24.8,937000,2018,Hyundai
1231,1,66900,0,1,4,2393,148,16,8,15.1,1290000,2018,Toyota
1232,1,37371,0,2,1,1197,81,14,5,20.0,475000,2019,Hyundai
1233,1,37000,0,1,3,1186,74,15,5,24.4,510000,2018,Hyundai
1234,1,17000,1,2,1,1198,63,14,5,19.3,495000,2018,Nissan
1235,1,1200,0,2,1,1197,82,14,5,22.0,511000,2018,Maruti
1236,1,64000,0,2,3,1798,138,15,5,16.7,325000,2009,Toyota
